Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2023Q3,,S08000015,,A210H,,C3,,Anaesthetics,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2023Q3,,S08000015,,S08000015,d,C3,,Anaesthetics,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
2024Q3,,S08000015,,A111H,,C3,,Anaesthetics,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2024Q3,,S08000015,,S08000015,d,C3,,Anaesthetics,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2019Q4,,S08000015,,A111H,,A2,,Cardiology,,1104,,1039,,12,,11.293478260869565,,94.1123188405797,
2019Q4,,S08000015,,A210H,,A2,,Cardiology,,605,,538,,6.576086956521739,,5.8478260869565215,,88.92561983471073,
2019Q4,,S08000015,,S08000015,d,A2,,Cardiology,,1709,,1577,,18.57608695652174,,17.141304347826086,,92.2761849034523,
2020Q1,,S08000015,,A111H,,A2,,Cardiology,,1096,,1005,,12.043956043956044,,11.043956043956044,,91.6970802919708,
2020Q1,,S08000015,,A210H,,A2,,Cardiology,,549,,482,,6.032967032967033,,5.2967032967032965,,87.79599271402549,
2020Q1,,S08000015,,S08000015,d,A2,,Cardiology,,1645,,1487,,18.076923076923077,,16.34065934065934,,90.39513677811549,
2020Q2,,S08000015,,A111H,,A2,,Cardiology,,1091,,565,,11.989010989010987,,6.208791208791209,,51.787351054078826,
2020Q2,,S08000015,,A210H,,A2,,Cardiology,,438,,317,,4.813186813186813,,3.4835164835164836,,72.3744292237443,
2020Q2,,S08000015,,S08000015,d,A2,,Cardiology,,1529,,882,,16.802197802197803,,9.692307692307692,,57.68476128188358,
2020Q3,,S08000015,,A111H,,A2,,Cardiology,,980,,910,,10.652173913043478,,9.891304347826088,,92.85714285714286,
2020Q3,,S08000015,,A210H,,A2,,Cardiology,,429,,350,,4.663043478260869,,3.804347826086957,,81.58508158508158,
2020Q3,,S08000015,,S08000015,d,A2,,Cardiology,,1409,,1260,,15.315217391304348,,13.695652173913045,,89.42512420156139,
2020Q4,,S08000015,,A111H,,A2,,Cardiology,,598,,574,,6.5,,6.239130434782608,,95.9866220735786,
2020Q4,,S08000015,,A210H,,A2,,Cardiology,,534,,480,,5.804347826086956,,5.217391304347826,,89.88764044943821,
2020Q4,,S08000015,,S08000015,d,A2,,Cardiology,,1132,,1054,,12.304347826086955,,11.456521739130435,,93.1095406360424,
2021Q1,,S08000015,,A111H,,A2,,Cardiology,,574,,510,,6.377777777777778,,5.666666666666667,,88.85017421602788,
2021Q1,,S08000015,,A210H,,A2,,Cardiology,,411,,360,,4.566666666666666,,4,,87.59124087591242,
2021Q1,,S08000015,,S08000015,d,A2,,Cardiology,,985,,870,,10.944444444444445,,9.666666666666666,,88.3248730964467,
2021Q2,,S08000015,,A111H,,A2,,Cardiology,,554,,511,,6.087912087912088,,5.615384615384615,,92.23826714801444,
2021Q2,,S08000015,,A210H,,A2,,Cardiology,,510,,447,,5.604395604395604,,4.912087912087912,,87.64705882352942,
2021Q2,,S08000015,,S08000015,d,A2,,Cardiology,,1064,,958,,11.692307692307692,,10.527472527472527,,90.0375939849624,
2021Q3,,S08000015,,A111H,,A2,,Cardiology,,567,,521,,6.163043478260869,,5.663043478260869,,91.88712522045856,
2021Q3,,S08000015,,A210H,,A2,,Cardiology,,451,,381,,4.9021739130434785,,4.141304347826087,,84.47893569844788,
2021Q3,,S08000015,,S08000015,d,A2,,Cardiology,,1018,,902,,11.065217391304348,,9.804347826086955,,88.60510805500982,
2021Q4,,S08000015,,A111H,,A2,,Cardiology,,559,,494,,6.076086956521739,,5.369565217391305,,88.37209302325581,
2021Q4,,S08000015,,A210H,,A2,,Cardiology,,402,,340,,4.369565217391305,,3.695652173913043,,84.57711442786069,
2021Q4,,S08000015,,S08000015,d,A2,,Cardiology,,961,,834,,10.445652173913045,,9.065217391304348,,86.78459937565036,
2022Q1,,S08000015,,A111H,,A2,,Cardiology,,532,,479,,5.911111111111111,,5.322222222222222,,90.0375939849624,
2022Q1,,S08000015,,A210H,,A2,,Cardiology,,452,,412,,5.022222222222222,,4.5777777777777775,,91.1504424778761,
2022Q1,,S08000015,,S08000015,d,A2,,Cardiology,,984,,891,,10.933333333333334,,9.9,,90.54878048780488,
2022Q2,,S08000015,,A111H,,A2,,Cardiology,,580,,509,,6.373626373626373,,5.593406593406593,,87.75862068965517,
2022Q2,,S08000015,,A210H,,A2,,Cardiology,,636,,596,,6.989010989010989,,6.549450549450549,,93.71069182389935,
2022Q2,,S08000015,,S08000015,d,A2,,Cardiology,,1216,,1105,,13.362637362637363,,12.142857142857142,,90.87171052631578,
2022Q3,,S08000015,,A111H,,A2,,Cardiology,,577,,527,,6.271739130434782,,5.728260869565218,,91.33448873483536,
2022Q3,,S08000015,,A210H,,A2,,Cardiology,,506,,444,,5.5,,4.826086956521739,,87.74703557312253,
2022Q3,,S08000015,,S08000015,d,A2,,Cardiology,,1083,,971,,11.771739130434783,,10.554347826086955,,89.65835641735919,
2022Q4,,S08000015,,A111H,,A2,,Cardiology,,537,,485,,5.836956521739131,,5.271739130434782,,90.316573556797,
2022Q4,,S08000015,,A210H,,A2,,Cardiology,,492,,419,,5.3478260869565215,,4.554347826086956,,85.16260162601625,
2022Q4,,S08000015,,S08000015,d,A2,,Cardiology,,1029,,904,,11.184782608695652,,9.826086956521738,,87.85228377065111,
2023Q1,,S08000015,,A111H,,A2,,Cardiology,,522,,505,,5.8,,5.611111111111111,,96.74329501915707,
2023Q1,,S08000015,,A210H,,A2,,Cardiology,,468,,427,,5.2,,4.7444444444444445,,91.23931623931624,
2023Q1,,S08000015,,S08000015,d,A2,,Cardiology,,990,,932,,11,,10.355555555555556,,94.14141414141416,
2023Q2,,S08000015,,A111H,,A2,,Cardiology,,517,,494,,5.681318681318682,,5.428571428571429,,95.55125725338492,
2023Q2,,S08000015,,A210H,,A2,,Cardiology,,452,,408,,4.967032967032967,,4.483516483516484,,90.2654867256637,
2023Q2,,S08000015,,S08000015,d,A2,,Cardiology,,969,,902,,10.648351648351648,,9.912087912087912,,93.08565531475747,
2023Q3,,S08000015,,A111H,,A2,,Cardiology,,518,,485,,5.630434782608695,,5.271739130434782,,93.62934362934364,
2023Q3,,S08000015,,A210H,,A2,,Cardiology,,426,,373,,4.630434782608695,,4.054347826086956,,87.55868544600939,
2023Q3,,S08000015,,S08000015,d,A2,,Cardiology,,944,,858,,10.26086956521739,,9.326086956521738,,90.88983050847456,
2023Q4,,S08000015,,A111H,,A2,,Cardiology,,517,,488,,5.619565217391305,,5.304347826086956,,94.3907156673114,
2023Q4,,S08000015,,A210H,,A2,,Cardiology,,480,,418,,5.217391304347826,,4.543478260869565,,87.08333333333333,
2023Q4,,S08000015,,S08000015,d,A2,,Cardiology,,997,,906,,10.83695652173913,,9.847826086956522,,90.87261785356068,
2024Q1,,S08000015,,A111H,,A2,,Cardiology,,542,,520,,5.956043956043956,,5.714285714285714,,95.9409594095941,
2024Q1,,S08000015,,A210H,,A2,,Cardiology,,400,,348,,4.395604395604396,,3.824175824175824,,87,
2024Q1,,S08000015,,S08000015,d,A2,,Cardiology,,942,,868,,10.351648351648352,,9.538461538461538,,92.14437367303609,
2024Q2,,S08000015,,A111H,,A2,,Cardiology,,535,,521,,5.87912087912088,,5.725274725274725,,97.38317757009344,
2024Q2,,S08000015,,A210H,,A2,,Cardiology,,387,,318,,4.252747252747253,,3.4945054945054945,,82.17054263565892,
2024Q2,,S08000015,,S08000015,d,A2,,Cardiology,,922,,839,,10.131868131868131,,9.21978021978022,,90.99783080260303,
2024Q3,,S08000015,,A111H,,A2,,Cardiology,,556,,516,,6.043478260869565,,5.608695652173913,,92.80575539568343,
2024Q3,,S08000015,,A210H,,A2,,Cardiology,,461,,398,,5.010869565217392,,4.326086956521739,,86.33405639913232,
2024Q3,,S08000015,,S08000015,d,A2,,Cardiology,,1017,,914,,11.054347826086955,,9.934782608695652,,89.87217305801376,
2024Q4,p,S08000015,,A111H,,A2,,Cardiology,,561,,527,,6.0978260869565215,,5.728260869565218,,93.93939393939394,
2024Q4,p,S08000015,,A210H,,A2,,Cardiology,,403,,318,,4.380434782608695,,3.4565217391304346,,78.90818858560795,
2024Q4,p,S08000015,,S08000015,d,A2,,Cardiology,,964,,845,,10.478260869565217,,9.184782608695652,,87.65560165975104,
2023Q4,,S08000015,,A210H,,H2,,Clinical Oncology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2023Q4,,S08000015,,S08000015,d,H2,,Clinical Oncology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2022Q4,,S08000015,,A210H,,H1,,Clinical Radiology,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2022Q4,,S08000015,,S08000015,d,H1,,Clinical Radiology,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2024Q3,,S08000015,,A111H,,H1,,Clinical Radiology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2024Q3,,S08000015,,S08000015,d,H1,,Clinical Radiology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2021Q3,,S08000015,,A111H,,D1,,Community Dental Practice,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2021Q3,,S08000015,,S08000015,d,D1,,Community Dental Practice,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2024Q2,,S08000015,,A111H,,D1,,Community Dental Practice,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2024Q2,,S08000015,,S08000015,d,D1,,Community Dental Practice,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2019Q4,,S08000015,,A101H,,,,Community Grouping,d,1027,,697,,11.16304347826087,,7.576086956521739,,67.86757546251218,
2019Q4,,S08000015,,S08000015,d,,,Community Grouping,d,5791,,4262,,62.94565217391305,,46.32608695652174,,73.5969608012433,
2020Q1,,S08000015,,A101H,,,,Community Grouping,d,707,,549,,7.769230769230769,,6.032967032967033,,77.65205091937764,
2020Q1,,S08000015,,S08000015,d,,,Community Grouping,d,5368,,4172,,58.989010989010985,,45.84615384615385,,77.71982116244412,
2020Q2,,S08000015,,A101H,,,,Community Grouping,d,646,,233,,7.0989010989010985,,2.56043956043956,,36.06811145510836,
2020Q2,,S08000015,,S08000015,d,,,Community Grouping,d,5524,,2412,,60.7032967032967,,26.505494505494507,,43.66401158580739,
2020Q3,,S08000015,,A101H,,,,Community Grouping,d,720,,410,,7.826086956521739,,4.456521739130435,,56.94444444444444,
2020Q3,,S08000015,,S08000015,d,,,Community Grouping,d,5674,,2775,,61.67391304347826,,30.16304347826087,,48.90729643990131,
2020Q4,,S08000015,,A101H,,,,Community Grouping,d,736,,306,,8,,3.3260869565217392,,41.57608695652174,
2020Q4,,S08000015,,S08000015,d,,,Community Grouping,d,5704,,2695,,62,,29.293478260869566,,47.24754558204769,
2021Q1,,S08000015,,A101H,,,,Community Grouping,d,679,,409,,7.544444444444444,,4.544444444444444,,60.23564064801178,
2021Q1,,S08000015,,S08000015,d,,,Community Grouping,d,5352,,2813,,59.46666666666667,,31.255555555555556,,52.559790732436475,
2021Q2,,S08000015,,A101H,,,,Community Grouping,d,640,,336,,7.032967032967033,,3.692307692307693,,52.5,
2021Q2,,S08000015,,S08000015,d,,,Community Grouping,d,5554,,2965,,61.03296703296704,,32.582417582417584,,53.38494778537991,
2021Q3,,S08000015,,A101H,,,,Community Grouping,d,644,,389,,7,,4.228260869565218,,60.40372670807454,
2021Q3,,S08000015,,S08000015,d,,,Community Grouping,d,5612,,3356,,61,,36.47826086956522,,59.80042765502495,
2021Q4,,S08000015,,A101H,,,,Community Grouping,d,553,,395,,6.010869565217392,,4.293478260869565,,71.42857142857143,
2021Q4,,S08000015,,S08000015,d,,,Community Grouping,d,5521,,3866,,60.01086956521739,,42.02173913043478,,70.02354645897482,
2022Q1,,S08000015,,A101H,,,,Community Grouping,d,840,,480,,9.333333333333334,,5.333333333333333,,57.14285714285714,
2022Q1,,S08000015,,A210H,,,,Community Grouping,d,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
2022Q1,,S08000015,,S08000015,d,,,Community Grouping,d,5695,,4143,,63.27777777777778,,46.03333333333333,,72.7480245829675,
2022Q2,,S08000015,,A101H,,,,Community Grouping,d,820,,565,,9.010989010989013,,6.208791208791209,,68.90243902439025,
2022Q2,,S08000015,,S08000015,d,,,Community Grouping,d,5734,,4278,,63.010989010989015,,47.010989010989015,,74.60760376700384,
2022Q3,,S08000015,,A101H,,,,Community Grouping,d,715,,590,,7.771739130434782,,6.413043478260869,,82.51748251748252,
2022Q3,,S08000015,,S08000015,d,,,Community Grouping,d,5635,,4340,,61.25,,47.17391304347826,,77.01863354037266,
2022Q4,,S08000015,,A101H,,,,Community Grouping,d,902,,688,,9.804347826086955,,7.478260869565218,,76.27494456762749,
2022Q4,,S08000015,,S08000015,d,,,Community Grouping,d,5829,,4414,,63.358695652173914,,47.97826086956522,,75.72482415508664,
2023Q1,,S08000015,,A101H,,,,Community Grouping,d,826,,683,,9.177777777777775,,7.588888888888889,,82.68765133171912,
2023Q1,,S08000015,,A210H,,,,Community Grouping,d,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
2023Q1,,S08000015,,S08000015,d,,,Community Grouping,d,5687,,4493,,63.18888888888889,,49.922222222222224,,79.00474767012486,
2023Q2,,S08000015,,A101H,,,,Community Grouping,d,877,,622,,9.637362637362637,,6.835164835164835,,70.9236031927024,
2023Q2,,S08000015,,S08000015,d,,,Community Grouping,d,5792,,4452,,63.64835164835165,,48.92307692307692,,76.8646408839779,
2023Q3,,S08000015,,A101H,,,,Community Grouping,d,921,,664,,10.01086956521739,,7.217391304347826,,72.09554831704669,
2023Q3,,S08000015,,A111H,,,,Community Grouping,d,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2023Q3,,S08000015,,S08000015,d,,,Community Grouping,d,5896,,4550,,64.08695652173913,,49.45652173913044,,77.17096336499323,
2023Q4,,S08000015,,A101H,,,,Community Grouping,d,923,,617,,10.032608695652174,,6.706521739130435,,66.84723726977248,
2023Q4,,S08000015,,S08000015,d,,,Community Grouping,d,5894,,4277,,64.06521739130434,,46.48913043478261,,72.56532066508315,
2024Q1,,S08000015,,A101H,,,,Community Grouping,d,910,,585,,10,,6.428571428571429,,64.28571428571429,
2024Q1,,S08000015,,S08000015,d,,,Community Grouping,d,5824,,4255,,64,,46.75824175824176,,73.05975274725274,
2024Q2,,S08000015,,A101H,,,,Community Grouping,d,909,,695,,9.989010989010987,,7.637362637362638,,76.45764576457647,
2024Q2,,S08000015,,S08000015,d,,,Community Grouping,d,5823,,4384,,63.989010989010985,,48.175824175824175,,75.28765241284562,
2024Q3,,S08000015,,A101H,,,,Community Grouping,d,923,,652,,10.032608695652174,,7.086956521739131,,70.63921993499459,
2024Q3,,S08000015,,S08000015,d,,,Community Grouping,d,5891,,4174,,64.03260869565217,,45.369565217391305,,70.85384484807334,
2024Q4,p,S08000015,,A101H,,,,Community Grouping,d,926,,721,,10.065217391304348,,7.836956521739131,,77.86177105831534,
2024Q4,p,S08000015,,S08000015,d,,,Community Grouping,d,5824,,4226,,63.30434782608695,,45.93478260869565,,72.56181318681318,
2021Q3,,S08000015,,A111H,,,,Dental Grouping,d,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2021Q3,,S08000015,,S08000015,d,,,Dental Grouping,d,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2024Q2,,S08000015,,A111H,,,,Dental Grouping,d,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2024Q2,,S08000015,,S08000015,d,,,Dental Grouping,d,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2019Q4,,S08000015,,A111H,,A7,,Dermatology,,107,,83,,1.1630434782608696,,0.9021739130434784,,77.57009345794393,
2019Q4,,S08000015,,S08000015,d,A7,,Dermatology,,107,,83,,1.1630434782608696,,0.9021739130434784,,77.57009345794393,
2020Q1,,S08000015,,A111H,,A7,,Dermatology,,155,,30,,1.7032967032967032,,0.32967032967032966,,19.35483870967742,
2020Q1,,S08000015,,S08000015,d,A7,,Dermatology,,155,,30,,1.7032967032967032,,0.32967032967032966,,19.35483870967742,
2020Q2,,S08000015,,A111H,,A7,,Dermatology,,143,,0,,1.5714285714285714,,0,,0,
2020Q2,,S08000015,,S08000015,d,A7,,Dermatology,,143,,0,,1.5714285714285714,,0,,0,
2020Q3,,S08000015,,A111H,,A7,,Dermatology,,89,,89,,0.967391304347826,,0.967391304347826,,100,
2020Q3,,S08000015,,S08000015,d,A7,,Dermatology,,89,,89,,0.967391304347826,,0.967391304347826,,100,
2021Q1,,S08000015,,A111H,,A7,,Dermatology,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
2021Q1,,S08000015,,S08000015,d,A7,,Dermatology,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
2021Q2,,S08000015,,A111H,,A7,,Dermatology,,53,,53,,0.5824175824175825,,0.5824175824175825,,100,
2021Q2,,S08000015,,S08000015,d,A7,,Dermatology,,53,,53,,0.5824175824175825,,0.5824175824175825,,100,
2021Q3,,S08000015,,A111H,,A7,,Dermatology,,12,,12,,0.13043478260869565,,0.13043478260869565,,100,
2021Q3,,S08000015,,S08000015,d,A7,,Dermatology,,12,,12,,0.13043478260869565,,0.13043478260869565,,100,
2023Q1,,S08000015,,A111H,,A7,,Dermatology,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
2023Q1,,S08000015,,S08000015,d,A7,,Dermatology,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
2023Q2,,S08000015,,A111H,,A7,,Dermatology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2023Q2,,S08000015,,S08000015,d,A7,,Dermatology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2023Q4,,S08000015,,A111H,,A7,,Dermatology,,21,,21,,0.22826086956521735,,0.22826086956521735,,100,
2023Q4,,S08000015,,S08000015,d,A7,,Dermatology,,21,,21,,0.22826086956521735,,0.22826086956521735,,100,
2024Q2,,S08000015,,A111H,,A7,,Dermatology,,5,,5,,0.05494505494505494,,0.05494505494505494,,100,
2024Q2,,S08000015,,S08000015,d,A7,,Dermatology,,5,,5,,0.05494505494505494,,0.05494505494505494,,100,
2019Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,771,,751,,8.380434782608695,,8.16304347826087,,97.4059662775616,
2019Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,771,,751,,8.380434782608695,,8.16304347826087,,97.4059662775616,
2020Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,837,,711,,9.197802197802195,,7.813186813186813,,84.94623655913979,
2020Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,837,,711,,9.197802197802195,,7.813186813186813,,84.94623655913979,
2020Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,792,,252,,8.703296703296703,,2.769230769230769,,31.818181818181817,
2020Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,792,,252,,8.703296703296703,,2.769230769230769,,31.818181818181817,
2020Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,614,,537,,6.673913043478261,,5.836956521739131,,87.45928338762215,
2020Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,614,,537,,6.673913043478261,,5.836956521739131,,87.45928338762215,
2020Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,469,,436,,5.0978260869565215,,4.739130434782608,,92.9637526652452,
2020Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,469,,436,,5.0978260869565215,,4.739130434782608,,92.9637526652452,
2021Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,237,,237,,2.6333333333333333,,2.6333333333333333,,100,
2021Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,240,,240,,2.6666666666666665,,2.6666666666666665,,100,
2021Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,406,,406,,4.461538461538462,,4.461538461538462,,100,
2021Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,406,,406,,4.461538461538462,,4.461538461538462,,100,
2021Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,359,,359,,3.902173913043478,,3.902173913043478,,100,
2021Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,359,,359,,3.902173913043478,,3.902173913043478,,100,
2021Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,299,,299,,3.25,,3.25,,100,
2021Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,299,,299,,3.25,,3.25,,100,
2022Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,241,,241,,2.6777777777777776,,2.6777777777777776,,100,
2022Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,241,,241,,2.6777777777777776,,2.6777777777777776,,100,
2022Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,313,,313,,3.43956043956044,,3.43956043956044,,100,
2022Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,313,,313,,3.43956043956044,,3.43956043956044,,100,
2022Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,262,,262,,2.847826086956522,,2.847826086956522,,100,
2022Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,262,,262,,2.847826086956522,,2.847826086956522,,100,
2022Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,430,,430,,4.673913043478261,,4.673913043478261,,100,
2022Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,430,,430,,4.673913043478261,,4.673913043478261,,100,
2023Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,458,,447,,5.088888888888889,,4.966666666666667,,97.5982532751092,
2023Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,458,,447,,5.088888888888889,,4.966666666666667,,97.5982532751092,
2023Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,485,,436,,5.329670329670329,,4.791208791208791,,89.89690721649485,
2023Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,485,,436,,5.329670329670329,,4.791208791208791,,89.89690721649485,
2023Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,527,,464,,5.728260869565218,,5.043478260869565,,88.04554079696395,
2023Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,527,,464,,5.728260869565218,,5.043478260869565,,88.04554079696395,
2023Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,544,,480,,5.913043478260869,,5.217391304347826,,88.23529411764707,
2023Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,544,,480,,5.913043478260869,,5.217391304347826,,88.23529411764707,
2024Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,491,,464,,5.395604395604396,,5.0989010989010985,,94.50101832993889,
